,Exam1Score,Exam2Score,AdmitORNot,probability,ZeroOROne,GoodorBadPrediction
0,34.62365962451697,78.0246928153624,0,0.09103392938073433,0.0,good-prediction
1,30.28671076822607,43.894997524001006,0,4.225896683858781e-05,0.0,good-prediction
2,35.84740876993872,72.90219802708364,0,0.04390889095405822,0.0,good-prediction
3,60.18259938620975,86.30855209546827,1,0.9904246973067647,1.0,good-prediction
4,79.0327360507101,75.3443764369103,1,0.9981987500356125,1.0,good-prediction
5,45.083277476683385,56.316371781530506,0,0.01079755207396269,0.0,good-prediction
6,61.10666453684766,96.51142588489624,1,0.99897813780608,1.0,good-prediction
7,75.02474556738889,46.55401354116538,1,0.42322705739892336,0.0,bad-prediction
8,76.09878670226256,87.42056971926803,1,0.9997100195765719,1.0,good-prediction
9,84.43281996120034,43.533393310721095,1,0.7353879549301773,1.0,good-prediction
10,95.86155507093572,38.22527805795094,0,0.909674394364145,1.0,bad-prediction
11,75.01365838958247,30.60326323428011,0,0.028596773792108864,0.0,good-prediction
12,82.3070533739948,76.48196330235605,1,0.9992701420689043,1.0,good-prediction
13,69.36458875970939,97.71869196188608,1,0.9998539449326472,1.0,good-prediction
14,39.538339143672225,76.0368108511588,0,0.15603708513174178,0.0,good-prediction
15,53.9710521485623,89.20735013750205,1,0.980959345005233,1.0,good-prediction
16,69.07014406283025,52.740469730167646,1,0.42771690039200805,0.0,bad-prediction
17,67.94685547711617,46.67857410673128,0,0.1487892372426412,0.0,good-prediction
18,70.66150955499434,92.92713789364832,1,0.999706542809643,1.0,good-prediction
19,76.97878372747499,47.575963649755316,1,0.5742807599946033,1.0,good-prediction
20,67.37202754570876,42.83843832029179,0,0.06683503913425605,0.0,good-prediction
21,89.67677575072081,65.79936592745237,1,0.9986272441932382,1.0,good-prediction
22,50.534788289883004,48.85581152764205,0,0.007418030667371255,0.0,good-prediction
23,34.21206097786789,44.209528598662885,0,0.00010115539652931241,0.0,good-prediction
24,77.9240914545704,68.9723599933059,1,0.9918782474502894,1.0,good-prediction
25,62.27101367004632,69.95445795447587,1,0.8550486312488095,1.0,good-prediction
26,80.19018075095659,44.821628932183536,1,0.6002987222613476,1.0,good-prediction
27,93.114388797442,38.80067033713209,0,0.8651848285486053,1.0,bad-prediction
28,61.83020602312595,50.25610789244621,0,0.09238930943438217,0.0,good-prediction
29,38.78580379679423,64.99568095539578,0,0.016828920986014687,0.0,good-prediction
30,61.379289447425,72.80788731317097,1,0.8971307634314434,1.0,good-prediction
31,85.40451939411645,57.05198397627122,1,0.9810373462434704,1.0,good-prediction
32,52.10797973193984,63.127623768817145,0,0.15491102408827181,0.0,good-prediction
33,52.04540476831827,69.43286012045222,1,0.3919386150005673,0.0,bad-prediction
34,40.236893735451105,71.16774802184875,0,0.07412899657956451,0.0,good-prediction
35,54.63510555424817,52.21388588061123,0,0.03311078651562287,0.0,good-prediction
36,33.91550010906887,98.86943574220612,0,0.8522679706612016,1.0,bad-prediction
37,64.17698887494485,80.90806058670817,1,0.9875643085085493,1.0,good-prediction
38,74.78925295941542,41.57341522824434,0,0.20398778509663948,0.0,good-prediction
39,34.1836400264419,75.2377203360134,0,0.04957997926766273,0.0,good-prediction
40,83.90239366249155,56.30804621605328,1,0.9703003688201041,1.0,good-prediction
41,51.54772026906181,46.85629026349976,0,0.006118239023745018,0.0,good-prediction
42,94.44336776917852,65.56892160559052,1,0.9994614842779216,1.0,good-prediction
43,82.36875375713919,40.61825515970618,0,0.5022851223204399,1.0,bad-prediction
44,51.04775177128865,45.82270145776001,0,0.004488706456350573,0.0,good-prediction
45,62.222675761201884,52.060991948366784,0,0.13702386497428956,0.0,good-prediction
46,77.19303492601364,70.4582000018096,1,0.9929918023215126,1.0,good-prediction
47,97.7715992800023,86.7278223300282,1,0.9999961807658924,1.0,good-prediction
48,62.073063796676465,96.76882412413984,1,0.999204915461894,1.0,good-prediction
49,91.56497449807442,88.69629254546598,1,0.9999907607939686,1.0,good-prediction
50,79.94481794066932,74.16311935043757,1,0.9981067816094171,1.0,good-prediction
51,99.2725269292572,60.99903099844988,1,0.9995004872112287,1.0,good-prediction
52,90.5467141139985,43.39060180650027,1,0.9050159084396848,1.0,good-prediction
53,34.52451385320009,60.39634245837173,0,0.002806148173372872,0.0,good-prediction
54,50.286496118990705,49.80453881323059,0,0.00852272267201301,0.0,good-prediction
55,49.58667721632031,59.80895099453265,0,0.05289099173417959,0.0,good-prediction
56,97.64563396007769,68.86157272420604,1,0.9998566300691152,1.0,good-prediction
57,32.57720016809309,95.59854761387876,0,0.6937076468193275,1.0,bad-prediction
58,74.24869136721598,69.82457122657193,1,0.9854966642802752,1.0,good-prediction
59,71.7964620586338,78.45356224515052,1,0.9957286105205244,1.0,good-prediction
60,75.39561146568029,85.75993667331619,1,0.9995316470739464,1.0,good-prediction
61,35.28611281526193,47.02051394723416,0,0.00022237685381505123,0.0,good-prediction
62,56.253817497116245,39.261472510580184,0,0.0035054064373923667,0.0,good-prediction
63,30.05882244669796,49.59297386723685,0,0.00012706690207282757,0.0,good-prediction
64,44.66826172480893,66.45008614558913,0,0.07165673360018504,0.0,good-prediction
65,66.56089447242954,41.09209807936973,0,0.04087614658285599,0.0,good-prediction
66,40.45755098375164,97.53518548909935,1,0.944426171548101,1.0,good-prediction
67,49.07256321908844,51.88321182073966,0,0.01007055204912062,0.0,good-prediction
68,80.27957401466998,92.11606081344084,1,0.9999524473312801,1.0,good-prediction
69,66.74671856944039,60.99139402740989,1,0.7093006627224011,1.0,good-prediction
70,32.722833040603234,43.307173064300635,0,6.203956214161296e-05,0.0,good-prediction
71,64.0393204150601,78.03168802018232,1,0.9773961609258441,1.0,good-prediction
72,72.34649422579923,96.22759296761404,1,0.9998933583688189,1.0,good-prediction
73,60.4578857391896,73.09499809758037,1,0.8842763987882463,1.0,good-prediction
74,58.840956217268015,75.85844831279043,1,0.9052405863991371,1.0,good-prediction
75,99.82785779692128,72.36925193383884,1,0.9999549043551711,1.0,good-prediction
76,47.26426910848174,88.47586499559782,1,0.917694806548746,1.0,good-prediction
77,50.45815980285988,75.80985952982456,1,0.6267438209237207,1.0,good-prediction
78,60.45555629271532,42.50840943572217,0,0.01584014541011008,0.0,good-prediction
79,82.2266615778557,42.719878537164576,0,0.5994691786251909,1.0,bad-prediction
80,88.91389641665329,69.80378889835472,1,0.9992824918960546,1.0,good-prediction
