,Exam1Score,Exam2Score,AdmitORNot,probability,ZeroOROne,GoodorBadPrediction
0,34.62365962451697,78.0246928153624,0,0.2107681688164779,0.0,good-prediction
1,30.28671076822607,43.894997524001006,0,0.005075147928395279,0.0,good-prediction
2,35.84740876993872,72.90219802708364,0,0.15283614550234725,0.0,good-prediction
3,60.18259938620975,86.30855209546827,1,0.9070993227889508,1.0,good-prediction
4,79.0327360507101,75.3443764369103,1,0.9603272854926398,1.0,good-prediction
5,45.083277476683385,56.316371781530506,0,0.08205534007598637,0.0,good-prediction
6,61.10666453684766,96.51142588489624,1,0.9683804127219728,1.0,good-prediction
7,75.02474556738889,46.55401354116538,1,0.4526847994725375,0.0,bad-prediction
8,76.09878670226256,87.42056971926803,1,0.9837935084244878,1.0,good-prediction
9,84.43281996120034,43.533393310721095,1,0.6257595271806172,1.0,good-prediction
10,95.86155507093572,38.22527805795094,0,0.7687955131790569,1.0,bad-prediction
11,75.01365838958247,30.60326323428011,0,0.139121019411898,0.0,good-prediction
12,82.3070533739948,76.48196330235605,1,0.9748023995922117,1.0,good-prediction
13,69.36458875970939,97.71869196188608,1,0.9882767187645091,1.0,good-prediction
14,39.538339143672225,76.0368108511588,0,0.270019085302898,0.0,good-prediction
15,53.9710521485623,89.20735013750205,1,0.8706255991908736,1.0,good-prediction
16,69.07014406283025,52.740469730167646,1,0.4506377952441207,0.0,bad-prediction
17,67.94685547711617,46.67857410673128,0,0.2810836113726577,0.0,good-prediction
18,70.66150955499434,92.92713789364832,1,0.9834371072990771,1.0,good-prediction
19,76.97878372747499,47.575963649755316,1,0.5312285906205307,1.0,good-prediction
20,67.37202754570876,42.83843832029179,0,0.19880455314151432,0.0,good-prediction
21,89.67677575072081,65.79936592745237,1,0.9663071816122448,1.0,good-prediction
22,50.534788289883004,48.85581152764205,0,0.06972200033706806,0.0,good-prediction
23,34.21206097786789,44.209528598662885,0,0.007974218479055977,0.0,good-prediction
24,77.9240914545704,68.9723599933059,1,0.9179991069620582,1.0,good-prediction
25,62.27101367004632,69.95445795447587,1,0.6965060123442433,1.0,good-prediction
26,80.19018075095659,44.821628932183536,1,0.547129098764814,1.0,good-prediction
27,93.114388797442,38.80067033713209,0,0.7240456597178047,1.0,bad-prediction
28,61.83020602312595,50.25610789244621,0,0.22588953788466382,0.0,good-prediction
29,38.78580379679423,64.99568095539578,0,0.09930860221772518,0.0,good-prediction
30,61.379289447425,72.80788731317097,1,0.7362535354800087,1.0,good-prediction
31,85.40451939411645,57.05198397627122,1,0.8809528705962542,1.0,good-prediction
32,52.10797973193984,63.127623768817145,0,0.27652844322498116,0.0,good-prediction
33,52.04540476831827,69.43286012045222,1,0.41981627451827613,0.0,bad-prediction
34,40.236893735451105,71.16774802184875,0,0.1950740163925933,0.0,good-prediction
35,54.63510555424817,52.21388588061123,0,0.1411182169003981,0.0,good-prediction
36,33.91550010906887,98.86943574220612,0,0.6760433518111931,1.0,bad-prediction
37,64.17698887494485,80.90806058670817,1,0.8962602587677367,1.0,good-prediction
38,74.78925295941542,41.57341522824434,0,0.32637146005825585,0.0,good-prediction
39,34.1836400264419,75.2377203360134,0,0.1607375454790286,0.0,good-prediction
40,83.90239366249155,56.30804621605328,1,0.8536686056625409,1.0,good-prediction
41,51.54772026906181,46.85629026349976,0,0.063777989108922,0.0,good-prediction
42,94.44336776917852,65.56892160559052,1,0.9790777153589957,1.0,good-prediction
43,82.36875375713919,40.61825515970618,0,0.4984159003614832,0.0,good-prediction
44,51.04775177128865,45.82270145776001,0,0.054888662663322416,0.0,good-prediction
45,62.222675761201884,52.060991948366784,0,0.26799965346011306,0.0,good-prediction
46,77.19303492601364,70.4582000018096,1,0.9233490939859973,1.0,good-prediction
47,97.7715992800023,86.7278223300282,1,0.998288099125751,1.0,good-prediction
48,62.073063796676465,96.76882412413984,1,0.9721376132477701,1.0,good-prediction
49,91.56497449807442,88.69629254546598,1,0.997272355822702,1.0,good-prediction
50,79.94481794066932,74.16311935043757,1,0.9594558772509467,1.0,good-prediction
51,99.2725269292572,60.99903099844988,1,0.9801256997291729,1.0,good-prediction
52,90.5467141139985,43.39060180650027,1,0.7609114679747331,1.0,good-prediction
53,34.52451385320009,60.39634245837173,0,0.0417198645398961,0.0,good-prediction
54,50.286496118990705,49.80453881323059,0,0.07442286506747749,0.0,good-prediction
55,49.58667721632031,59.80895099453265,0,0.1718382622397575,0.0,good-prediction
56,97.64563396007769,68.86157272420604,1,0.9893063526873419,1.0,good-prediction
57,32.57720016809309,95.59854761387876,0,0.5638962522629294,1.0,bad-prediction
58,74.24869136721598,69.82457122657193,1,0.8915763451775206,1.0,good-prediction
59,71.7964620586338,78.45356224515052,1,0.9385198306452153,1.0,good-prediction
60,75.39561146568029,85.75993667331619,1,0.9793755062235115,1.0,good-prediction
61,35.28611281526193,47.02051394723416,0,0.011886784706690055,0.0,good-prediction
62,56.253817497116245,39.261472510580184,0,0.04942300703737847,0.0,good-prediction
63,30.05882244669796,49.59297386723685,0,0.008836353862502892,0.0,good-prediction
64,44.66826172480893,66.45008614558913,0,0.19421430028849263,0.0,good-prediction
65,66.56089447242954,41.09209807936973,0,0.15979679793893284,0.0,good-prediction
66,40.45755098375164,97.53518548909935,1,0.7864209430364941,1.0,good-prediction
67,49.07256321908844,51.88321182073966,0,0.08026730581978489,0.0,good-prediction
68,80.27957401466998,92.11606081344084,1,0.9935448752270757,1.0,good-prediction
69,66.74671856944039,60.99139402740989,1,0.5976650119817363,1.0,good-prediction
70,32.722833040603234,43.307173064300635,0,0.006205054121950158,0.0,good-prediction
71,64.0393204150601,78.03168802018232,1,0.863810101487433,1.0,good-prediction
72,72.34649422579923,96.22759296761404,1,0.990076678429181,1.0,good-prediction
73,60.4578857391896,73.09499809758037,1,0.7224718875331214,1.0,good-prediction
74,58.840956217268015,75.85844831279043,1,0.7437113155385664,1.0,good-prediction
75,99.82785779692128,72.36925193383884,1,0.994065908153542,1.0,good-prediction
76,47.26426910848174,88.47586499559782,1,0.7520595026919067,1.0,good-prediction
77,50.45815980285988,75.80985952982456,1,0.5393899409515539,1.0,good-prediction
78,60.45555629271532,42.50840943572217,0,0.10227780216826934,0.0,good-prediction
79,82.2266615778557,42.719878537164576,0,0.5481847553272372,1.0,bad-prediction
80,88.91389641665329,69.80378889835472,1,0.9754855878513402,1.0,good-prediction
81,94.83450672430195,45.69430680250754,1,0.8647072963519643,1.0,good-prediction
82,67.31925746917527,66.58935317747915,1,0.7369149021160438,1.0,good-prediction
83,57.238706315698614,59.51428198012957,1,0.31453994705165184,0.0,bad-prediction
84,80.36675600171273,90.96014789746954,1,0.9928078974692809,1.0,good-prediction
85,68.46852178591112,85.59430710452014,1,0.9567987454474364,1.0,good-prediction
86,42.0754545384731,78.84478600148044,0,0.3931346199657957,0.0,good-prediction
87,75.47770200533905,90.42453899753963,1,0.9872124270551714,1.0,good-prediction
88,78.6354243489802,96.64742716885642,1,0.9951451240377939,1.0,good-prediction
89,52.34800398794108,60.76950525602592,0,0.2355710926284264,0.0,good-prediction
90,94.09433112516793,77.15910509073893,1,0.9932655902224793,1.0,good-prediction
91,90.44855097096365,87.50879176484702,1,0.9965293032173652,1.0,good-prediction
92,55.48216114069585,35.570703472288656,0,0.03176053658854069,0.0,good-prediction
93,74.49269241843041,84.84513684930135,1,0.9751480602484159,1.0,good-prediction
94,89.8458067072098,45.35828361091658,1,0.7830442475035506,1.0,good-prediction
95,83.48916274498238,48.38028579728175,1,0.7126434800383852,1.0,good-prediction
96,42.261700809981704,87.10385094025456,1,0.6060428119077945,1.0,good-prediction
97,99.31500880510393,68.77540947206617,1,0.9909711949325974,1.0,good-prediction
98,55.34001756003703,64.9319380069486,1,0.3943114306937659,0.0,bad-prediction
99,74.77589300092767,89.52981289513276,1,0.9849221227848889,1.0,good-prediction
